Label,abv,degree,sweet,acidity,body,tannin,price,year
Sparkling6,11.5,7,1,3,2,1,135000,0
Sparkling6,11.5,7,1,2,3,1,47000,0
Sparkling6,11.5,7,1,3,2,1,35000,0
Sparkling6,11,7,1,3,2,1,48000,0
Sparkling6,11,7,1,2,2,1,27000,0
Sparkling6,11.5,7,1,3,2,1,46000,4
Sparkling6,8.8,7,2,2,2,1,20000,0
Sparkling6,12.5,7,2,3,2,1,62000,0
Sparkling6,12.5,7,1,2,3,1,62000,0
Sparkling6,11,7,1,3,2,1,55000,0
Sparkling6,11.5,7,1,3,2,1,42000,0
Sparkling6,11.5,7,1,2,3,1,32000,0
Sparkling6,11.5,5,1,3,2,1,30000,0
Sparkling6,11.5,5,1,3,2,1,40000,0
Sparkling6,12,7,1,2,3,1,63500,0
Sparkling6,12,7,1,3,2,1,45000,9
Sparkling6,11,10,1,3,2,1,39000,0
Sparkling6,11,9,2,3,2,1,40000,7
Sparkling6,12,7,1,3,2,1,50000,0
Sparkling6,12,7,1,3,2,1,75000,0
Sparkling6,12.5,7,1,3,2,1,120000,0
Sparkling6,10.5,7,1,2,2,1,16000,0
Sparkling6,12,7,1,2,3,1,63500,0
Sparkling6,11.5,7,1,2,2,1,30000,0
Sparkling6,11.5,7,1,2,2,1,32000,0
Sparkling6,12,7,1,2,3,1,55000,0
Sparkling6,11.5,7,1,2,3,1,55000,0
Sparkling6,11,11,1,3,1,1,41000,0
Sparkling6,11.5,7,2,3,2,1,70000,4
Sparkling6,12,7,1,2,3,1,46000,0
Sparkling6,11,7,1,3,2,1,56000,2
Sparkling6,11.5,7,1,3,2,1,14800,6
Sparkling6,12,7,1,2,2,1,32000,0
Sparkling6,12,7,1,3,2,1,39000,0
Sparkling6,11,7,1,3,2,1,50000,0
Sparkling6,11,7,1,2,2,1,19800,0
Sparkling6,11.5,7,1,3,2,1,55000,0
Sparkling6,11,7,1,3,2,1,40000,4
Sparkling6,10.5,6,1,3,2,1,50000,3
Sparkling6,11.5,7,1,3,2,1,40000,0
Sparkling6,12,7,1,2,2,1,36000,0
Sparkling6,11.5,7,1,3,2,1,30000,0
Sparkling6,12,9,2,3,2,1,75000,0
Sparkling6,12,9,1,3,2,1,90000,0
Sparkling6,12.5,9,2,3,2,1,130000,6
Sparkling6,11,7,1,3,2,1,45000,0
Sparkling6,11,7,1,3,1,1,29000,0
Sparkling6,11.5,7,1,3,2,1,44000,0
Sparkling6,9,9,1,3,2,1,39000,0
Sparkling6,9,11,2,3,2,1,39000,0
Sparkling6,12.5,7,1,3,2,1,45000,0
Sparkling6,12.5,7,1,3,2,1,70000,0
Sparkling6,10.8,7,1,3,2,1,60000,0
Sparkling6,11.5,7,1,3,1,1,46000,0
Sparkling6,11.5,7,2,3,2,1,55000,3
Sparkling6,11.5,7,1,3,2,1,66000,0
Sparkling6,12.5,7,1,3,1,1,60000,0
Sparkling6,10.5,7,1,3,2,1,56250,0
Sparkling6,11.5,7,1,3,1,1,18000,0
Sparkling6,10.5,9,2,3,2,1,106000,2
Sparkling7,12.5,7,1,4,4,1,500000,9
Sparkling7,12,7,1,4,4,1,166000,0
Sparkling7,12.5,7,1,3,4,1,400000,14
Sparkling7,12,5,1,4,4,1,69000,9
Sparkling7,12.5,8,1,4,4,1,216000,7
Sparkling7,12,7,1,4,4,1,255000,15
Sparkling7,12,7,1,4,4,1,550000,14
Sparkling7,12.5,7,1,3,4,1,184000,0
Sparkling7,12,7,1,4,4,1,170000,0
Sparkling7,12.5,8,1,4,4,1,600000,0
Sparkling7,12.5,8,1,4,4,1,600000,22
Sparkling7,12.5,8,1,4,4,1,390000,0
Sparkling7,12,7,2,3,4,1,150000,11
Sparkling7,12.5,7,1,3,4,1,450000,15
Sparkling7,12,7,1,4,4,1,75000,0
Sparkling7,12.5,7,2,4,4,1,60000,0
Sparkling7,12,7,1,3,4,1,105000,8
Sparkling7,12.5,7.5,1,4,4,1,52000,0
Sparkling7,12,9,2,4,4,1,183000,0
Sparkling7,10.5,8,1,2,4,1,37000,0
Sparkling7,11.5,7,1,3,4,1,100000,0
Sparkling7,12.5,7,1,4,4,1,1056000,15
Sparkling7,11.5,7,1,3,4,1,150000,0
Sparkling7,12.5,7,1,4,4,1,240000,8
Sparkling7,11.5,7,1,4,4,1,750000,9
Sparkling7,11.5,7,1,4,4,1,1700000,9
Sparkling7,7.5,13,1,2,5,1,28000,0
Sparkling7,12,7,1,3,4,1,38000,9
Sparkling7,12.5,9,1,4,4,1,186000,0
Sparkling7,13.2,7,1,3,4,1,114000,5
Sparkling7,12.5,7,1,4,4,1,220000,17
Sparkling7,12.5,9,1,4,4,1,115000,0
Sparkling7,12.5,8,1,4,4,1,1400000,0
Sparkling7,12.5,8,1,3,4,1,200000,0
Sparkling7,12,8,1,4,4,1,325000,0
Sparkling7,11.5,7,1,3,4,1,40000,0
Sparkling7,12.5,7,1,3,4,1,88000,9
Sparkling7,12,7,1,4,4,1,990000,25
Sparkling7,12,7,1,3,4,1,87000,0
Sparkling7,12,8,1,3,4,1,103000,11
Sparkling7,12,8,1,3,4,1,103000,11
Sparkling7,12,8,1,3,4,1,87000,0
Sparkling7,12,8,1,3,4,1,148000,12
Sparkling7,12.5,7,1,4,4,1,220000,0
Sparkling7,12.5,8,1,4,4,1,700000,19
Sparkling7,12,7,1,4,4,1,120000,14
Sparkling7,12,8,1,4,4,1,70000,0
Sparkling7,12.5,7,1,4,4,1,70000,0
Sparkling7,12,7,1,4,4,1,100000,8
Sparkling7,12,13,1,4,4,1,550000,14
Sparkling7,11.5,7,1,4,4,1,380000,12
Sparkling7,12,7,1,3,4,1,39000,0
Sparkling7,12,8,1,4,4,1,175000,0
Sparkling7,12,9,1,4,4,1,195000,0
