Label,abv,degree,sweet,acidity,body,tannin,price,year
Sparkling2,12.5,8,1,3,3,1,390000,0
Sparkling2,12.5,8,1,4,3,1,270000,0
Sparkling2,12,8,1,4,3,1,93000,0
Sparkling2,12.5,8,1,4,3,1,240000,0
Sparkling2,12.5,9,1,4,3,1,490000,17
Sparkling2,12,9,1,3,3,1,49000,15
Sparkling2,11,9,1,4,3,1,40000,0
Sparkling2,12,9,1,4,3,1,95000,0
Sparkling2,13.5,9,1,3,3,1,34000,9
Sparkling2,11.5,7,1,3,3,1,55000,0
Sparkling2,11.5,9,1,3,3,1,47000,0
Sparkling2,12.5,7,1,4,3,1,170000,0
Sparkling2,12.5,9,2,4,3,1,150000,0
Sparkling2,12,8,1,4,3,1,43000,11
Sparkling2,12.5,7,2,4,3,1,50000,0
Sparkling2,11.5,7,1,3,3,1,170000,4
Sparkling2,11.5,8.5,1,3,3,1,90000,4
Sparkling2,11.8,8,1,4,3,1,32000,0
Sparkling2,11.5,7,1,3,3,1,69000,0
Sparkling2,12.5,7,1,3,3,1,125000,0
Sparkling2,12,7.5,1,4,3,1,88000,6
Sparkling2,11,6.5,1,3,3,1,40000,0
Sparkling2,12.5,7,1,4,3,1,50000,0
Sparkling2,11.5,7,2,3,3,1,40000,0
Sparkling2,11.5,7,1,4,3,1,39000,0
Sparkling2,11,7,1,4,3,1,70000,5
Sparkling2,12.5,7,1,3,3,1,27000,0
Sparkling2,12.7,9,2,4,3,1,90000,0
Sparkling2,12,7,2,3,3,1,45000,0
Sparkling2,11.5,7,1,4,3,1,45000,0
Sparkling2,12.5,7,2,4,3,1,231000,0
Sparkling2,13,7,1,3,3,1,60000,0
Sparkling2,11,7,1,3,3,1,99000,0
Sparkling2,12.5,7,2,3,3,1,65000,0
Sparkling2,11.5,7,2,3,3,1,34000,0
Sparkling2,11.5,7,1,3,3,1,42000,6
Sparkling2,11.5,7,1,3,3,1,38000,0
Sparkling2,12.5,7,1,4,3,1,250000,0
Sparkling2,12.9,7,1,4,3,1,305000,11
Sparkling2,12.4,7,1,4,3,1,115000,4
Sparkling2,11.5,7,1,3,3,1,45000,9
Sparkling2,11.5,5,1,3,3,1,30000,0
Sparkling2,12,7,1,3,3,1,39000,0
Sparkling2,12.5,7,2,3,3,1,55000,11
Sparkling2,12.5,7,1,4,3,1,69000,12
Sparkling2,12.5,7,1,3,3,1,50000,0
Sparkling2,12,9,1,3,3,1,44000,8
Sparkling2,11.5,7,1,4,3,1,60000,0
Sparkling2,12,7,1,3,3,1,58000,0
Sparkling2,11.5,7,2,3,3,1,48000,0
Sparkling2,12,7,1,4,3,1,130000,0
Sparkling2,11.5,9,1,3,3,1,45000,0
Sparkling2,12.5,7,1,3,3,1,75000,0
Sparkling2,12,7,1,4,3,1,150000,9
Sparkling2,11.5,5,1,3,3,1,43000,0
Sparkling2,11.5,7,1,4,3,1,67000,0
Sparkling2,12.5,7,1,3,3,1,57000,0
Sparkling2,11.5,7,1,4,3,1,66000,10
Sparkling2,12,7,1,3,3,1,9900,0
Sparkling2,12.5,7,2,4,3,1,257000,0
Sparkling2,11.5,7,1,3,3,1,48000,0
Sparkling2,9.5,7,1,3,3,1,54000,0
Sparkling2,12.3,7,1,4,3,1,78000,11
Sparkling2,12,7,1,4,3,1,125000,0
Sparkling2,12.5,8,1,3,3,1,190000,0
Sparkling2,11.5,7,1,3,3,1,60000,0
Sparkling2,12.5,8,1,4,3,1,90000,0
Sparkling2,12,7,1,3,3,1,75000,4
Sparkling2,11,7,1,4,3,1,65000,0
Sparkling2,12,7,1,4,3,1,325000,0
Sparkling2,12,7,1,4,3,1,1080000,13
Sparkling2,12.5,7,1,3,3,1,50000,7
Sparkling2,12,7,1,3,3,1,105000,0
Sparkling2,12.5,8,1,4,3,1,160000,0
Sparkling2,11,7,2,3,3,1,62000,0
Sparkling2,12.5,7,1,4,3,1,30000,0
Sparkling2,12.5,7,1,4,3,1,30000,0
Sparkling2,12.5,7,1,4,3,1,50000,0
Sparkling2,12.5,7,2,3,3,1,319000,0
Sparkling2,11.5,7,1,4,3,1,50000,0
Sparkling2,12.5,7,1,3,3,1,69000,0
Sparkling2,11.5,7,1,3,3,1,60000,0
Sparkling2,12,7,1,3,3,1,120000,5
Sparkling2,12.5,7,1,4,3,1,140000,0
Sparkling2,12.5,7,1,3,3,1,90000,0
Sparkling2,11.5,7,1,4,3,1,110000,7
Sparkling2,11.5,7,1,3,3,1,100000,7
Sparkling2,12,7,1,4,3,1,85000,0
Sparkling2,12,8,1,4,3,1,150000,0
Sparkling2,12,7,1,3,3,1,234000,0
Sparkling2,12,8,1,4,3,1,325000,0
Sparkling2,12.5,7,1,3,3,1,62000,0
Sparkling2,12,7,1,3,3,1,36000,0
Sparkling2,12,7,1,4,3,1,750000,13
Sparkling2,12.5,9,1,4,3,1,130000,0
Sparkling2,11.5,7,1,3,3,1,30000,4
Sparkling2,12,9,1,3,3,1,120000,0
Sparkling2,12.5,7,1,4,3,1,120000,0
Sparkling2,12.5,7,1,4,3,1,180000,0
Sparkling2,12,7,1,4,3,1,165000,0
Sparkling2,12.5,7,1,4,3,1,120000,0
Sparkling2,11.5,7,1,4,3,1,30000,0
Sparkling2,12.5,7,1,3,3,1,52800,4
Sparkling2,12.5,7,1,4,3,1,230000,0
Sparkling2,12.5,7,1,3,3,1,45000,0
Sparkling2,12.5,7,1,3,3,1,80000,0
Sparkling2,12.5,7,1,3,3,1,60000,0
Sparkling2,12.5,7,1,4,3,1,85000,0
Sparkling2,11.5,7,2,3,3,1,28000,0
Sparkling2,12.5,7,1,4,3,1,130000,0
Sparkling2,12.5,11,1,4,3,1,240000,9
Sparkling2,12.5,11,1,4,3,1,420000,13
Sparkling2,11,7,1,3,3,1,18900,0
Sparkling2,12.5,7,1,4,3,1,143000,0
Sparkling2,11.5,7,1,4,3,1,150000,0
Sparkling2,11,7,1,3,3,1,46000,0
Sparkling2,12.5,7,1,4,3,1,65000,0
Sparkling2,11.5,7,1,3,3,1,55000,0
Sparkling2,13.5,8,1,4,3,1,65000,1
Sparkling2,12,7,1,4,3,1,145000,0
Sparkling2,12.25,9,1,4,3,1,86000,0
Sparkling2,11.5,7,1,4,3,1,56000,5
Sparkling3,5.5,7,4,2,2,1,40000,0
Sparkling3,6.5,7,4,1,3,1,46000,0
Sparkling3,6,7,4,1,3,1,36000,4
Sparkling3,6.5,7,4,2,2,1,20000,0
Sparkling3,6.5,7,4,2,2,1,24000,0
Sparkling3,5,7,4,2,2,1,77000,14
Sparkling3,7.5,7,4,2,3,1,50000,0
Sparkling3,7.5,7,4,2,2,1,34000,0
Sparkling3,5.5,7,4,2,2,1,32000,3
Sparkling3,7,9,4,2,2,1,32000,0
Sparkling3,6,7,4,1,3,1,96000,0
Sparkling3,6.5,7,4,1,2,1,50000,0
Sparkling3,7.5,7,4,2,2,1,30000,0
Sparkling3,7.5,9,4,1,3,1,34000,0
Sparkling3,7,7,4,2,3,1,40000,0
Sparkling3,9.5,9,4,2,2,1,25000,0
Sparkling3,7,9,4,1,4,1,64000,0
Sparkling3,6.5,7,4,2,2,1,10800,14
Sparkling3,9.5,7,4,1,2,1,26000,0
Sparkling3,6.5,7,4,2,3,1,28000,0
Sparkling3,6,7,4,1,2,1,28000,0
Sparkling3,7,7,4,2,2,1,19800,0
Sparkling3,7,7,4,2,2,1,21000,0
Sparkling3,6.5,7,4,2,2,1,45000,0
Sparkling3,5.5,9,3,2,3,1,22900,4
Sparkling3,5.5,7,4,1,3,1,40000,9
Sparkling3,4.5,7,4,1,2,1,40000,6
Sparkling3,4.5,6,4,2,1,1,12000,0
Sparkling3,8,7,4,1,3,1,42000,0
Sparkling3,6,9,4,1,3,1,60000,14
Sparkling3,5,7,4,3,2,1,11250,0
Sparkling3,6.5,7,3,2,3,1,65000,15
Sparkling3,6.5,12,4,1,3,1,45000,9
Sparkling3,6,11,4,1,3,1,48000,12
Sparkling3,6.5,9,4,1,2,1,31000,0
Sparkling3,6.5,7,4,2,2,1,47000,0
Sparkling3,6.5,9,4,1,3,1,43000,0
Sparkling3,6.5,9,4,2,3,1,35000,0
Sparkling3,7,8,4,1,3,1,55000,0
Sparkling3,5,9,4,1,2,1,35000,0
Sparkling3,7.5,7,4,2,2,1,33000,0
Sparkling3,6,7,4,2,2,1,34000,7
Sparkling3,6,8,5,1,3,1,40000,0
Sparkling3,5,7,4,2,2,1,13636.36364,0
Sparkling3,6.5,7,4,2,2,1,25000,0
Sparkling3,10.2,9,4,1,2,1,30000,0
Sparkling3,6,10,5,3,3,1,40000,0
Sparkling3,7.5,8,4,2,2,1,32000,0
Sparkling3,7,7,4,2,3,1,28000,0
Sparkling3,2,11,4,1,2,1,24000,0
Sparkling3,7,7,4,1,2,1,35000,0
Sparkling3,7.5,7,4,2,2,1,45000,0
Sparkling3,7,7,5,2,2,1,21000,0
Sparkling3,5.5,7,4,2,2,1,58000,4
Sparkling3,6.5,7,4,2,2,1,30000,0
Sparkling3,7.5,7,4,1,2,1,36000,11
Sparkling3,7,5,4,1,2,1,24000,0
Sparkling3,7,7,4,1,3,1,40000,0
Sparkling3,5.5,7,4,1,4,1,95000,3
Sparkling3,5.5,7,3,2,2,1,9900,0
Sparkling3,6.5,6,4,3,5,1,13636.36364,0
Sparkling3,7.5,7,4,2,2,1,50000,0
Sparkling3,6,7,4,2,2,1,18750,0
Sparkling3,5.5,7,4,2,2,1,10636.36364,7
Sparkling3,5.5,7,4,2,3,1,10636.36364,7
Sparkling3,8,7,4,1,3,1,28000,0
Sparkling3,7.5,7,4,2,3,1,25000,0
Sparkling3,5,7,4,2,3,1,15000,0
Sparkling3,6.5,7,4,2,3,1,32000,0
Sparkling3,8,7,3,2,2,1,30000,0
Sparkling3,7.5,7,3,2,2,1,30000,0
Sparkling3,7,7,4,1,2,1,24000,0
Sparkling3,6.5,7,4,2,2,1,34000,0
Sparkling3,7,7,4,1,2,1,24000,0
Sparkling3,7,7,4,2,2,1,24000,0
Sparkling3,5,7,4,2,2,1,18750,0
Sparkling3,6.5,7,4,3,1,1,15000,0
Sparkling3,7.5,7,4,3,2,1,15000,0
Sparkling3,8.5,7,4,2,3,2,40000,0
Sparkling3,8,7,4,2,3,1,152000,8
Sparkling3,7.5,7,3,2,2,1,30000,0
Sparkling3,5.5,7,4,2,2,2,35000,0
Sparkling3,6.5,7,4,1,2,1,50000,0
Sparkling3,7.5,7,4,2,3,1,50000,0
Sparkling3,5.5,9,4,1,3,1,70000,7
Sparkling3,3.5,7,3,2,1,1,25000,0
Sparkling3,5.5,7,4,1,2,1,30000,0
Sparkling3,6.5,7,4,2,2,1,20000,0
Sparkling3,6.5,7,4,2,2,1,24800,0
Sparkling3,5.5,7,4,2,2,1,55000,2
Sparkling3,6.5,7,4,1,2,1,45000,0
Sparkling3,5,7,4,2,2,1,30000,0
Sparkling3,6,7,3,3,1,1,40000,1
Sparkling4,11.5,7,1,4,2,1,38000,0
Sparkling4,12.5,7,1,4,2,1,85000,0
Sparkling4,11.5,7.5,1,4,2,1,41000,0
Sparkling4,12,7,1,5,2,1,600000,15
Sparkling4,12.5,9.5,1,4,2,1,74000,0
Sparkling4,13,5.5,1,4,2,1,64000,14
Sparkling4,11,7,1,4,2,1,35000,0
Sparkling4,12.5,8,1,5,2,1,249000,19
Sparkling4,12.5,8,1,5,2,1,198000,0
Sparkling4,12.5,8,1,5,2,1,222000,0
Sparkling4,12,8,1,5,2,1,264000,0
Sparkling4,12.5,8,1,4,2,1,630000,19
Sparkling4,12.5,8,1,5,2,1,240000,0
Sparkling4,12,8,1,5,2,1,252000,19
Sparkling4,12.5,8,1,5,2,1,300000,0
Sparkling4,12.5,8,1,5,2,1,228000,0
Sparkling4,12.5,8,1,5,2,1,273000,19
Sparkling4,12,8,1,4,2,1,204000,19
Sparkling4,12.5,8,1,5,2,1,189000,0
Sparkling4,12.5,8,1,5,2,1,207000,0
Sparkling4,12.5,8,1,5,2,1,690000,21
Sparkling4,12.5,8,1,5,2,1,222000,16
Sparkling4,12,8,1,5,2,1,225000,0
Sparkling4,12.5,8,1,5,2,1,216000,0
Sparkling4,12.5,8,1,5,2,1,183000,0
Sparkling4,12,8,1,5,2,1,213000,0
Sparkling4,12,8,1,5,2,1,237000,19
Sparkling4,12.5,8,1,5,2,1,219000,0
Sparkling4,12,8,1,5,2,1,264000,19
Sparkling4,12.5,7,1,4,2,1,21000,0
Sparkling4,12,7,1,4,2,1,250000,0
Sparkling4,12,7,1,4,2,1,75000,0
Sparkling4,12,9,1,4,2,1,55000,0
Sparkling4,11.5,9,1,4,2,1,70000,0
Sparkling4,12,9,1,4,1,1,70000,0
Sparkling4,12,9,2,4,2,1,32000,0
Sparkling4,11,9,2,4,2,1,80000,12
Sparkling4,12.5,7,1,5,2,1,100000,0
Sparkling4,11,7.5,1,4,2,1,25000,0
Sparkling4,11.5,9,3,5,2,1,48000,0
Sparkling4,12,7,1,5,2,1,160000,0
Sparkling4,12,7,1,5,2,1,200000,0
Sparkling4,12,7,2,5,2,1,230000,0
Sparkling4,12.5,11,1,4,1,1,130000,0
Sparkling4,11.5,7,2,4,2,1,48000,0
Sparkling4,13,9,1,4,2,1,30000,8
Sparkling4,12,8,3,5,2,1,180000,0
Sparkling4,12.5,7,1,4,2,1,25000,0
Sparkling4,12,11,1,5,2,1,250000,19
Sparkling4,12,7,1,5,2,1,273000,0
Sparkling4,10,10,1,4,2,1,100000,0
Sparkling4,9.5,8,1,4,2,1,60000,0
Sparkling4,13.1,17,1,5,2,1,300000,14
Sparkling4,12.5,7,1,4,2,1,41000,0
Sparkling4,10.5,7,1,4,2,1,50000,0
Sparkling4,12.5,7,1,4,2,1,50000,0
Sparkling4,12,7,1,4,2,1,49900,11
Sparkling4,11.5,7,2,4,2,1,40000,0
Sparkling4,10.5,7,2,4,2,1,40000,0
Sparkling4,10.5,7,1,4,2,1,14900,0
Sparkling4,12.5,7,1,4,2,1,65000,0
Sparkling4,12.5,7,1,4,2,1,64000,0
Sparkling4,11.5,8,1,5,2,1,59000,0
Sparkling4,11.5,7,1,4,2,1,44000,0
Sparkling4,11.5,7,1,4,2,1,9980,0
Sparkling4,11.5,7,1,4,2,1,55000,0
Sparkling4,11.5,7,1,4,2,1,79000,0
Sparkling4,12.5,7,1,4,2,1,100000,0
Sparkling4,12.5,11,1,4,2,1,150000,0
Sparkling4,13.5,7,1,4,2,1,48000,0
Sparkling4,12.5,7,1,5,2,1,190000,0
Sparkling4,12.5,7,1,5,2,1,132000,0
Sparkling4,12.5,7,1,4,2,1,48000,0
Sparkling4,12.5,7,1,4,2,1,59000,0
Sparkling4,12.5,11,1,5,2,1,180000,10
Sparkling4,12.5,9,1,4,2,1,240000,9
Sparkling4,12.5,7,1,4,2,1,110000,0
Sparkling4,12.5,7,1,4,2,1,280000,0
Sparkling4,11.5,7,1,4,1,1,39000,0
Sparkling4,11.5,7,1,4,2,1,53000,3
Sparkling4,11.5,9,1,4,2,1,35000,0
Sparkling4,11.5,7,1,4,2,1,50000,0
Sparkling4,11.5,7,1,4,2,1,38000,0
Sparkling4,12,9,1,4,2,1,67000,0
Sparkling4,12,7,1,4,2,1,84000,0
Sparkling4,12,7,1,4,2,1,77000,0
Sparkling4,11.5,9,1,4,2,1,21000,0
Sparkling4,12.5,9,1,4,2,1,21000,0
Sparkling4,12.5,7,1,4,2,1,34980,0
Sparkling4,8.5,7,2,5,2,1,50000,0
Sparkling4,11.5,7,1,4,2,1,35000,0
Sparkling4,11.5,7,1,4,2,1,48000,3
Sparkling4,12.5,7,1,4,1,1,60000,0
Sparkling4,12.5,7,1,4,2,1,54800,0
Sparkling4,12.5,7,1,4,2,1,54800,0
Sparkling4,12.5,7,1,4,2,1,44000,0
Sparkling4,12.5,7,1,5,2,1,106000,4
Sparkling4,12.5,7,1,5,2,1,218000,0
Sparkling4,12.5,7,1,4,2,1,58000,0
Sparkling4,12.5,9,1,4,2,1,58000,0
Sparkling4,12.5,7,1,5,2,1,58000,0
Sparkling4,12.5,7,1,5,2,1,58000,0
Sparkling4,13.5,7,1,4,2,1,75000,0
Sparkling4,12.5,7,1,5,2,1,290000,10
Sparkling4,12.5,11,1,4,2,1,79000,2
Sparkling4,12.5,11,1,4,1,1,24000,0
Sparkling4,11.5,7,1,4,2,1,43000,0
Sparkling4,12.5,7,1,4,2,1,39000,0
Sparkling4,12.5,7,1,5,2,1,40000,0
Sparkling5,13.5,11,1,2,3,2,52000,0
Sparkling5,13.5,8,1,3,3,2,78000,0
Sparkling5,12,9,1,3,4,3,200000,0
Sparkling5,11.5,7,1,2,4,2,70000,4
Sparkling5,14,11,2,2,4,3,38000,0
Sparkling5,12,7,2,4,3,2,69000,0
Sparkling5,12,8,2,4,3,2,99000,0
Sparkling5,13.5,13,1,3,4,2,41000,0
Sparkling5,11.5,7,1,4,3,3,55000,3
Sparkling5,7,9,2,3,3,2,59000,0
Sparkling6,11,7,2,3,2,1,19000,0
Sparkling6,7.9,7,2,2,2,1,24000,0
Sparkling6,11,7,1,3,2,1,52000,0
Sparkling6,11.5,7,2,3,2,1,58000,17
Sparkling6,11.5,7,1,3,2,1,27000,0
Sparkling6,12,7,1,3,2,1,37000,0
Sparkling6,11.5,7,1,3,2,1,60000,0
Sparkling6,12.5,7,1,3,2,1,65000,6
Sparkling6,11,7,1,3,2,1,19000,0
Sparkling6,13,6,2,2,2,1,28000,0
Sparkling6,11.5,7,2,3,2,1,35000,0
Sparkling6,11.5,7,2,3,2,1,21000,0
Sparkling6,12,7,2,3,2,1,34000,0
Sparkling6,14.9,9,1,3,2,1,40000,0
Sparkling6,13,9,1,3,2,1,55000,0
Sparkling6,13,7,2,3,2,1,18000,0
Sparkling6,12.5,7,1,3,2,1,130000,0
Sparkling6,11.5,9,1,3,2,1,30000,10
Sparkling6,11.5,7,2,3,2,1,60000,0
Sparkling6,9.5,7,2,3,2,1,36000,0
Sparkling6,12.5,10,2,2,2,1,32000,5
Sparkling6,11.5,7,2,3,2,1,70000,0
Sparkling6,11.5,9,1,2,2,1,42000,0
Sparkling6,11.5,7,2,2,2,1,32000,0
Sparkling6,11.5,9,1,3,2,1,80000,11
Sparkling6,12,6,1,3,2,1,45000,0
Sparkling6,11,7,1,3,1,1,9900,0
Sparkling6,12.5,7,1,3,1,1,45000,0
Sparkling6,12,9,1,3,2,1,26250,0
Sparkling6,12.5,7,1,3,2,1,70000,11
Sparkling6,11.5,7,1,3,2,1,50000,0
Sparkling6,11.5,7,1,2,3,1,50000,0
Sparkling6,12.5,7,1,3,2,1,65000,9
Sparkling6,11,7,1,3,2,1,40000,0
Sparkling6,12.5,9,1,3,2,1,250000,13
Sparkling6,12.5,17,1,3,1,1,200000,0
