,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,Argentina,Australia,Austria,Bulgaria,Canada,Chile,Croatia,France,Georgia,Germany,Greece,Hungary,Israel,Italy,Japan,Korea,Moldova,NewZealand,Portugal,Romania,Slovenia,Spain,SouthAfrica,UK,Uruguay,USA
633,,,,,,25000,,45000,,,,,,5000,,,,,,,,15000,,,,375000
634,,,,,,25000,,45000,,,,,,5000,,,,,,,,15000,,,,375000
635,,,,,,35000,,85000,,,,,,60000,,,,,,,,85000,,,,225000
636,,,,,,60000,,125000,,,,,,60000,,,,,,,,60000,,,,375000
637,,,,,,15000,,125000,,,,,,60000,,,,,,,,60000,,,,275000
638,,,,,,15000,,125000,,,,,,125000,,,,,,,,25000,,,,375000
639,,,,,,60000,,175000,,,,,,60000,,,,,,,,25000,,,,325000
640,,,,,,60000,,375000,,,,,,35000,,,,,,,,25000,,,,125000
641,,,,,,85000,,35000,,,,,,45000,,,,,,,,35000,,,,125000
642,,,,,,225000,,175000,,,,,,25000,,,,,,,,45000,,,,375000
643,,,,,,85000,,85000,,,,,,25000,,,,,,,,60000,,,,275000
644,,,,,,175000,,375000,,,,,,25000,,,,,,,,60000,,,,375000
645,,,,,,85000,,60000,,,,,,15000,,,,,,,,60000,,,,375000
646,,,,,,35000,,85000,,,,,,15000,,,,,,,,45000,,,,175000
647,,,,,,85000,,275000,,,,,,15000,,,,,,,,35000,,,,35000
648,,,,,,125000,,175000,,,,,,175000,,,,,,,,35000,,,,35000
649,,,,,,25000,,35000,,,,,,85000,,,,,,,,60000,,,,25000
650,,,,,,25000,,35000,,,,,,225000,,,,,,,,35000,,,,175000
651,,,,,,25000,,60000,,,,,,60000,,,,,,,,60000,,,,85000
652,,,,,,45000,,60000,,,,,,175000,,,,,,,,85000,,,,85000
653,,,,,,25000,,85000,,,,,,225000,,,,,,,,85000,,,,85000
654,,,,,,45000,,85000,,,,,,45000,,,,,,,,125000,,,,60000
655,,,,,,45000,,125000,,,,,,125000,,,,,,,,45000,,,,175000
656,,,,,,45000,,60000,,,,,,225000,,,,,,,,35000,,,,35000
657,,,,,,45000,,325000,,,,,,175000,,,,,,,,35000,,,,60000
658,,,,,,45000,,325000,,,,,,35000,,,,,,,,35000,,,,60000
659,,,,,,85000,,375000,,,,,,175000,,,,,,,,35000,,,,60000
660,,,,,,225000,,225000,,,,,,85000,,,,,,,,45000,,,,60000
661,,,,,,225000,,275000,,,,,,225000,,,,,,,,25000,,,,85000
662,,,,,,45000,,375000,,,,,,45000,,,,,,,,375000,,,,175000
663,,,,,,25000,,375000,,,,,,45000,,,,,,,,45000,,,,35000
664,,,,,,35000,,85000,,,,,,45000,,,,,,,,45000,,,,60000
665,,,,,,35000,,125000,,,,,,85000,,,,,,,,60000,,,,60000
666,,,,,,35000,,125000,,,,,,175000,,,,,,,,35000,,,,275000
667,,,,,,25000,,325000,,,,,,85000,,,,,,,,35000,,,,35000
668,,,,,,25000,,375000,,,,,,375000,,,,,,,,35000,,,,35000
669,,,,,,25000,,175000,,,,,,35000,,,,,,,,45000,,,,60000
670,,,,,,35000,,60000,,,,,,25000,,,,,,,,60000,,,,45000
671,,,,,,125000,,125000,,,,,,35000,,,,,,,,35000,,,,45000
672,,,,,,35000,,275000,,,,,,45000,,,,,,,,125000,,,,45000
673,,,,,,85000,,375000,,,,,,45000,,,,,,,,85000,,,,60000
674,,,,,,60000,,375000,,,,,,15000,,,,,,,,60000,,,,60000
675,,,,,,60000,,175000,,,,,,35000,,,,,,,,375000,,,,35000
676,,,,,,325000,,225000,,,,,,35000,,,,,,,,5000,,,,45000
677,,,,,,85000,,375000,,,,,,15000,,,,,,,,85000,,,,175000
678,,,,,,175000,,375000,,,,,,60000,,,,,,,,25000,,,,325000
679,,,,,,35000,,375000,,,,,,85000,,,,,,,,60000,,,,60000
680,,,,,,35000,,125000,,,,,,125000,,,,,,,,175000,,,,60000
681,,,,,,35000,,85000,,,,,,125000,,,,,,,,85000,,,,125000
682,,,,,,35000,,35000,,,,,,125000,,,,,,,,45000,,,,375000
683,,,,,,35000,,85000,,,,,,60000,,,,,,,,45000,,,,85000
684,,,,,,35000,,125000,,,,,,60000,,,,,,,,45000,,,,85000
685,,,,,,375000,,375000,,,,,,125000,,,,,,,,45000,,,,125000
686,,,,,,35000,,375000,,,,,,275000,,,,,,,,15000,,,,85000
687,,,,,,35000,,375000,,,,,,25000,,,,,,,,15000,,,,45000
688,,,,,,60000,,125000,,,,,,60000,,,,,,,,60000,,,,60000
689,,,,,,85000,,375000,,,,,,25000,,,,,,,,60000,,,,125000
690,,,,,,85000,,375000,,,,,,375000,,,,,,,,35000,,,,45000
691,,,,,,125000,,275000,,,,,,45000,,,,,,,,25000,,,,125000
692,,,,,,325000,,275000,,,,,,175000,,,,,,,,25000,,,,35000
693,,,,,,25000,,85000,,,,,,125000,,,,,,,,45000,,,,125000
694,,,,,,25000,,60000,,,,,,175000,,,,,,,,60000,,,,125000
695,,,,,,25000,,375000,,,,,,45000,,,,,,,,45000,,,,85000
696,,,,,,85000,,85000,,,,,,225000,,,,,,,,85000,,,,85000
697,,,,,,35000,,45000,,,,,,45000,,,,,,,,35000,,,,125000
698,,,,,,60000,,85000,,,,,,375000,,,,,,,,60000,,,,60000
699,,,,,,125000,,35000,,,,,,85000,,,,,,,,60000,,,,60000
700,,,,,,85000,,35000,,,,,,45000,,,,,,,,85000,,,,60000
701,,,,,,85000,,60000,,,,,,125000,,,,,,,,60000,,,,175000
702,,,,,,45000,,35000,,,,,,85000,,,,,,,,35000,,,,225000
703,,,,,,45000,,25000,,,,,,45000,,,,,,,,60000,,,,225000
704,,,,,,45000,,225000,,,,,,60000,,,,,,,,85000,,,,325000
705,,,,,,85000,,85000,,,,,,125000,,,,,,,,125000,,,,275000
706,,,,,,85000,,45000,,,,,,85000,,,,,,,,60000,,,,275000
707,,,,,,85000,,15000,,,,,,125000,,,,,,,,35000,,,,175000
708,,,,,,125000,,25000,,,,,,225000,,,,,,,,35000,,,,325000
709,,,,,,85000,,45000,,,,,,25000,,,,,,,,35000,,,,175000
710,,,,,,85000,,35000,,,,,,85000,,,,,,,,35000,,,,225000
711,,,,,,85000,,25000,,,,,,85000,,,,,,,,35000,,,,85000
712,,,,,,35000,,25000,,,,,,375000,,,,,,,,35000,,,,125000
713,,,,,,45000,,35000,,,,,,175000,,,,,,,,15000,,,,125000
714,,,,,,125000,,60000,,,,,,60000,,,,,,,,35000,,,,60000
715,,,,,,35000,,225000,,,,,,125000,,,,,,,,35000,,,,125000
716,,,,,,35000,,60000,,,,,,375000,,,,,,,,15000,,,,175000
717,,,,,,35000,,25000,,,,,,175000,,,,,,,,85000,,,,125000
718,,,,,,60000,,25000,,,,,,15000,,,,,,,,15000,,,,275000
719,,,,,,85000,,85000,,,,,,15000,,,,,,,,15000,,,,125000
720,,,,,,125000,,125000,,,,,,15000,,,,,,,,15000,,,,225000
721,,,,,,125000,,175000,,,,,,60000,,,,,,,,45000,,,,85000
722,,,,,,85000,,375000,,,,,,175000,,,,,,,,85000,,,,125000
723,,,,,,85000,,85000,,,,,,5000,,,,,,,,35000,,,,85000
724,,,,,,35000,,275000,,,,,,5000,,,,,,,,35000,,,,85000
725,,,,,,60000,,375000,,,,,,5000,,,,,,,,85000,,,,85000
726,,,,,,60000,,375000,,,,,,15000,,,,,,,,85000,,,,225000
727,,,,,,175000,,375000,,,,,,25000,,,,,,,,125000,,,,125000
728,,,,,,35000,,275000,,,,,,35000,,,,,,,,60000,,,,375000
729,,,,,,35000,,325000,,,,,,35000,,,,,,,,60000,,,,125000
730,,,,,,60000,,225000,,,,,,60000,,,,,,,,60000,,,,125000
731,,,,,,60000,,45000,,,,,,60000,,,,,,,,60000,,,,225000
732,,,,,,85000,,35000,,,,,,175000,,,,,,,,60000,,,,85000
733,,,,,,45000,,125000,,,,,,85000,,,,,,,,60000,,,,60000
734,,,,,,60000,,175000,,,,,,275000,,,,,,,,60000,,,,125000
735,,,,,,35000,,85000,,,,,,45000,,,,,,,,45000,,,,60000
736,,,,,,35000,,60000,,,,,,125000,,,,,,,,60000,,,,85000
737,,,,,,35000,,35000,,,,,,45000,,,,,,,,85000,,,,125000
738,,,,,,325000,,35000,,,,,,60000,,,,,,,,85000,,,,5000
739,,,,,,60000,,45000,,,,,,25000,,,,,,,,85000,,,,60000
740,,,,,,125000,,35000,,,,,,35000,,,,,,,,85000,,,,15000
741,,,,,,5000,,125000,,,,,,125000,,,,,,,,35000,,,,15000
742,,,,,,5000,,175000,,,,,,25000,,,,,,,,25000,,,,15000
743,,,,,,175000,,375000,,,,,,60000,,,,,,,,25000,,,,15000
744,,,,,,175000,,85000,,,,,,25000,,,,,,,,60000,,,,125000
745,,,,,,175000,,35000,,,,,,45000,,,,,,,,60000,,,,225000
746,,,,,,175000,,60000,,,,,,25000,,,,,,,,85000,,,,225000
747,,,,,,45000,,35000,,,,,,45000,,,,,,,,60000,,,,225000
748,,,,,,85000,,375000,,,,,,45000,,,,,,,,35000,,,,125000
749,,,,,,60000,,125000,,,,,,175000,,,,,,,,45000,,,,85000
750,,,,,,125000,,125000,,,,,,175000,,,,,,,,60000,,,,125000
751,,,,,,225000,,175000,,,,,,175000,,,,,,,,85000,,,,60000
752,,,,,,25000,,225000,,,,,,375000,,,,,,,,85000,,,,125000
753,,,,,,25000,,175000,,,,,,325000,,,,,,,,175000,,,,375000
754,,,,,,60000,,35000,,,,,,375000,,,,,,,,45000,,,,125000
755,,,,,,45000,,85000,,,,,,45000,,,,,,,,60000,,,,275000
756,,,,,,35000,,60000,,,,,,45000,,,,,,,,25000,,,,60000
757,,,,,,45000,,375000,,,,,,45000,,,,,,,,25000,,,,175000
758,,,,,,60000,,175000,,,,,,45000,,,,,,,,35000,,,,125000
759,,,,,,60000,,175000,,,,,,25000,,,,,,,,25000,,,,375000
760,,,,,,85000,,15000,,,,,,25000,,,,,,,,25000,,,,375000
761,,,,,,85000,,275000,,,,,,25000,,,,,,,,35000,,,,375000
762,,,,,,85000,,125000,,,,,,325000,,,,,,,,45000,,,,35000
763,,,,,,25000,,125000,,,,,,375000,,,,,,,,45000,,,,125000
764,,,,,,25000,,60000,,,,,,125000,,,,,,,,60000,,,,125000
765,,,,,,85000,,25000,,,,,,375000,,,,,,,,,,,,85000
766,,,,,,85000,,45000,,,,,,125000,,,,,,,,,,,,85000
767,,,,,,85000,,35000,,,,,,85000,,,,,,,,,,,,35000
768,,,,,,85000,,85000,,,,,,60000,,,,,,,,,,,,125000
769,,,,,,85000,,25000,,,,,,125000,,,,,,,,,,,,175000
770,,,,,,35000,,375000,,,,,,125000,,,,,,,,,,,,60000
771,,,,,,35000,,125000,,,,,,85000,,,,,,,,,,,,325000
772,,,,,,15000,,25000,,,,,,35000,,,,,,,,,,,,325000
773,,,,,,35000,,35000,,,,,,60000,,,,,,,,,,,,15000
774,,,,,,85000,,275000,,,,,,60000,,,,,,,,,,,,15000
775,,,,,,175000,,225000,,,,,,60000,,,,,,,,,,,,15000
776,,,,,,125000,,225000,,,,,,60000,,,,,,,,,,,,15000
777,,,,,,60000,,225000,,,,,,60000,,,,,,,,,,,,5000
778,,,,,,60000,,375000,,,,,,125000,,,,,,,,,,,,175000
779,,,,,,60000,,275000,,,,,,125000,,,,,,,,,,,,60000
780,,,,,,60000,,375000,,,,,,175000,,,,,,,,,,,,45000
781,,,,,,85000,,225000,,,,,,225000,,,,,,,,,,,,60000
782,,,,,,85000,,125000,,,,,,60000,,,,,,,,,,,,60000
783,,,,,,45000,,85000,,,,,,45000,,,,,,,,,,,,175000
784,,,,,,45000,,375000,,,,,,45000,,,,,,,,,,,,225000
785,,,,,,45000,,60000,,,,,,60000,,,,,,,,,,,,175000
786,,,,,,45000,,325000,,,,,,35000,,,,,,,,,,,,375000
787,,,,,,60000,,375000,,,,,,35000,,,,,,,,,,,,225000
788,,,,,,60000,,375000,,,,,,60000,,,,,,,,,,,,85000
789,,,,,,15000,,325000,,,,,,35000,,,,,,,,,,,,85000
790,,,,,,25000,,60000,,,,,,60000,,,,,,,,,,,,35000
791,,,,,,25000,,125000,,,,,,45000,,,,,,,,,,,,35000
792,,,,,,45000,,175000,,,,,,25000,,,,,,,,,,,,375000
793,,,,,,45000,,375000,,,,,,25000,,,,,,,,,,,,275000
794,,,,,,45000,,60000,,,,,,60000,,,,,,,,,,,,175000
795,,,,,,45000,,45000,,,,,,175000,,,,,,,,,,,,85000
796,,,,,,45000,,45000,,,,,,125000,,,,,,,,,,,,175000
797,,,,,,45000,,45000,,,,,,125000,,,,,,,,,,,,85000
798,,,,,,35000,,325000,,,,,,25000,,,,,,,,,,,,125000
799,,,,,,35000,,125000,,,,,,25000,,,,,,,,,,,,125000
800,,,,,,35000,,125000,,,,,,35000,,,,,,,,,,,,85000
801,,,,,,35000,,60000,,,,,,85000,,,,,,,,,,,,25000
802,,,,,,15000,,45000,,,,,,35000,,,,,,,,,,,,275000
803,,,,,,15000,,225000,,,,,,35000,,,,,,,,,,,,125000
804,,,,,,25000,,25000,,,,,,275000,,,,,,,,,,,,125000
805,,,,,,25000,,60000,,,,,,175000,,,,,,,,,,,,85000
806,,,,,,25000,,85000,,,,,,35000,,,,,,,,,,,,375000
807,,,,,,25000,,25000,,,,,,45000,,,,,,,,,,,,35000
808,,,,,,60000,,85000,,,,,,45000,,,,,,,,,,,,85000
809,,,,,,35000,,85000,,,,,,125000,,,,,,,,,,,,225000
810,,,,,,35000,,60000,,,,,,25000,,,,,,,,,,,,375000
811,,,,,,35000,,60000,,,,,,25000,,,,,,,,,,,,125000
812,,,,,,25000,,60000,,,,,,25000,,,,,,,,,,,,85000
813,,,,,,25000,,45000,,,,,,35000,,,,,,,,,,,,375000
814,,,,,,60000,,175000,,,,,,35000,,,,,,,,,,,,175000
815,,,,,,60000,,175000,,,,,,45000,,,,,,,,,,,,175000
816,,,,,,35000,,35000,,,,,,35000,,,,,,,,,,,,225000
817,,,,,,175000,,175000,,,,,,125000,,,,,,,,,,,,325000
818,,,,,,85000,,275000,,,,,,85000,,,,,,,,,,,,175000
819,,,,,,60000,,60000,,,,,,125000,,,,,,,,,,,,175000
820,,,,,,85000,,15000,,,,,,125000,,,,,,,,,,,,85000
821,,,,,,125000,,85000,,,,,,125000,,,,,,,,,,,,175000
822,,,,,,35000,,45000,,,,,,60000,,,,,,,,,,,,225000
823,,,,,,25000,,275000,,,,,,125000,,,,,,,,,,,,85000
824,,,,,,25000,,60000,,,,,,85000,,,,,,,,,,,,85000
825,,,,,,25000,,275000,,,,,,85000,,,,,,,,,,,,325000
826,,,,,,125000,,125000,,,,,,45000,,,,,,,,,,,,225000
827,,,,,,85000,,85000,,,,,,125000,,,,,,,,,,,,125000
828,,,,,,60000,,375000,,,,,,60000,,,,,,,,,,,,35000
829,,,,,,175000,,375000,,,,,,35000,,,,,,,,,,,,125000
830,,,,,,125000,,85000,,,,,,60000,,,,,,,,,,,,85000
831,,,,,,85000,,35000,,,,,,85000,,,,,,,,,,,,175000
832,,,,,,125000,,35000,,,,,,325000,,,,,,,,,,,,45000
833,,,,,,15000,,35000,,,,,,45000,,,,,,,,,,,,225000
834,,,,,,375000,,35000,,,,,,35000,,,,,,,,,,,,275000
835,,,,,,375000,,35000,,,,,,25000,,,,,,,,,,,,175000
836,,,,,,225000,,375000,,,,,,60000,,,,,,,,,,,,375000
837,,,,,,60000,,175000,,,,,,60000,,,,,,,,,,,,375000
838,,,,,,60000,,225000,,,,,,175000,,,,,,,,,,,,125000
839,,,,,,225000,,5000,,,,,,35000,,,,,,,,,,,,60000
840,,,,,,60000,,15000,,,,,,125000,,,,,,,,,,,,35000
841,,,,,,45000,,5000,,,,,,60000,,,,,,,,,,,,35000
842,,,,,,45000,,125000,,,,,,5000,,,,,,,,,,,,275000
843,,,,,,35000,,60000,,,,,,5000,,,,,,,,,,,,125000
844,,,,,,35000,,35000,,,,,,25000,,,,,,,,,,,,125000
845,,,,,,35000,,45000,,,,,,35000,,,,,,,,,,,,275000
846,,,,,,60000,,15000,,,,,,35000,,,,,,,,,,,,275000
847,,,,,,60000,,225000,,,,,,35000,,,,,,,,,,,,275000
848,,,,,,85000,,85000,,,,,,5000,,,,,,,,,,,,175000
849,,,,,,125000,,175000,,,,,,15000,,,,,,,,,,,,175000
850,,,,,,325000,,125000,,,,,,35000,,,,,,,,,,,,375000
851,,,,,,45000,,25000,,,,,,35000,,,,,,,,,,,,175000
852,,,,,,60000,,45000,,,,,,25000,,,,,,,,,,,,225000
853,,,,,,175000,,45000,,,,,,35000,,,,,,,,,,,,375000
854,,,,,,45000,,85000,,,,,,25000,,,,,,,,,,,,175000
855,,,,,,15000,,125000,,,,,,25000,,,,,,,,,,,,275000
856,,,,,,5000,,45000,,,,,,275000,,,,,,,,,,,,275000
857,,,,,,60000,,375000,,,,,,225000,,,,,,,,,,,,175000
858,,,,,,175000,,375000,,,,,,85000,,,,,,,,,,,,85000
859,,,,,,125000,,375000,,,,,,25000,,,,,,,,,,,,225000
860,,,,,,25000,,375000,,,,,,25000,,,,,,,,,,,,225000
861,,,,,,45000,,375000,,,,,,45000,,,,,,,,,,,,60000
862,,,,,,5000,,375000,,,,,,60000,,,,,,,,,,,,375000
863,,,,,,60000,,375000,,,,,,125000,,,,,,,,,,,,375000
864,,,,,,175000,,60000,,,,,,60000,,,,,,,,,,,,85000
865,,,,,,60000,,125000,,,,,,45000,,,,,,,,,,,,85000
866,,,,,,60000,,375000,,,,,,175000,,,,,,,,,,,,85000
867,,,,,,60000,,375000,,,,,,175000,,,,,,,,,,,,125000
868,,,,,,60000,,375000,,,,,,85000,,,,,,,,,,,,125000
869,,,,,,45000,,175000,,,,,,85000,,,,,,,,,,,,60000
870,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,60000
871,,,,,,,,275000,,,,,,125000,,,,,,,,,,,,60000
872,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,60000
873,,,,,,,,375000,,,,,,175000,,,,,,,,,,,,85000
874,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,175000
875,,,,,,,,225000,,,,,,85000,,,,,,,,,,,,175000
876,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,275000
877,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,175000
878,,,,,,,,375000,,,,,,225000,,,,,,,,,,,,125000
879,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,175000
880,,,,,,,,275000,,,,,,225000,,,,,,,,,,,,225000
881,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,375000
882,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,125000
883,,,,,,,,225000,,,,,,85000,,,,,,,,,,,,175000
884,,,,,,,,325000,,,,,,60000,,,,,,,,,,,,85000
885,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,125000
886,,,,,,,,375000,,,,,,25000,,,,,,,,,,,,175000
887,,,,,,,,175000,,,,,,25000,,,,,,,,,,,,60000
888,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,175000
889,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
890,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,175000
891,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,85000
892,,,,,,,,275000,,,,,,35000,,,,,,,,,,,,85000
893,,,,,,,,175000,,,,,,85000,,,,,,,,,,,,85000
894,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,275000
895,,,,,,,,275000,,,,,,125000,,,,,,,,,,,,85000
896,,,,,,,,225000,,,,,,45000,,,,,,,,,,,,375000
897,,,,,,,,375000,,,,,,225000,,,,,,,,,,,,375000
898,,,,,,,,375000,,,,,,5000,,,,,,,,,,,,175000
899,,,,,,,,375000,,,,,,25000,,,,,,,,,,,,125000
900,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,85000
901,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,85000
902,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
903,,,,,,,,275000,,,,,,25000,,,,,,,,,,,,85000
904,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,60000
905,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,325000
906,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,225000
907,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,275000
908,,,,,,,,275000,,,,,,275000,,,,,,,,,,,,275000
909,,,,,,,,275000,,,,,,125000,,,,,,,,,,,,225000
910,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,275000
911,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,375000
912,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,325000
913,,,,,,,,325000,,,,,,125000,,,,,,,,,,,,225000
914,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,60000
915,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,60000
916,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,60000
917,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,45000
918,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,45000
919,,,,,,,,375000,,,,,,275000,,,,,,,,,,,,45000
920,,,,,,,,375000,,,,,,15000,,,,,,,,,,,,125000
921,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,175000
922,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,275000
923,,,,,,,,325000,,,,,,85000,,,,,,,,,,,,60000
924,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,375000
925,,,,,,,,375000,,,,,,175000,,,,,,,,,,,,125000
926,,,,,,,,325000,,,,,,175000,,,,,,,,,,,,125000
927,,,,,,,,125000,,,,,,275000,,,,,,,,,,,,175000
928,,,,,,,,375000,,,,,,35000,,,,,,,,,,,,175000
929,,,,,,,,325000,,,,,,60000,,,,,,,,,,,,225000
930,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,375000
931,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,60000
932,,,,,,,,325000,,,,,,125000,,,,,,,,,,,,60000
933,,,,,,,,375000,,,,,,175000,,,,,,,,,,,,85000
934,,,,,,,,375000,,,,,,275000,,,,,,,,,,,,175000
935,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,175000
936,,,,,,,,85000,,,,,,45000,,,,,,,,,,,,175000
937,,,,,,,,275000,,,,,,60000,,,,,,,,,,,,375000
938,,,,,,,,375000,,,,,,45000,,,,,,,,,,,,225000
939,,,,,,,,225000,,,,,,325000,,,,,,,,,,,,225000
940,,,,,,,,375000,,,,,,225000,,,,,,,,,,,,175000
941,,,,,,,,225000,,,,,,125000,,,,,,,,,,,,175000
942,,,,,,,,225000,,,,,,175000,,,,,,,,,,,,85000
943,,,,,,,,325000,,,,,,60000,,,,,,,,,,,,375000
944,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,175000
945,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,275000
946,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,125000
947,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,125000
948,,,,,,,,125000,,,,,,60000,,,,,,,,,,,,175000
949,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,375000
950,,,,,,,,175000,,,,,,85000,,,,,,,,,,,,60000
951,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,60000
952,,,,,,,,275000,,,,,,175000,,,,,,,,,,,,225000
953,,,,,,,,225000,,,,,,85000,,,,,,,,,,,,60000
954,,,,,,,,225000,,,,,,125000,,,,,,,,,,,,225000
955,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
956,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
957,,,,,,,,225000,,,,,,125000,,,,,,,,,,,,85000
958,,,,,,,,225000,,,,,,175000,,,,,,,,,,,,85000
959,,,,,,,,225000,,,,,,375000,,,,,,,,,,,,85000
960,,,,,,,,175000,,,,,,125000,,,,,,,,,,,,125000
961,,,,,,,,225000,,,,,,175000,,,,,,,,,,,,85000
962,,,,,,,,275000,,,,,,45000,,,,,,,,,,,,125000
963,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,175000
964,,,,,,,,325000,,,,,,25000,,,,,,,,,,,,375000
965,,,,,,,,375000,,,,,,25000,,,,,,,,,,,,60000
966,,,,,,,,225000,,,,,,275000,,,,,,,,,,,,60000
967,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,325000
968,,,,,,,,85000,,,,,,225000,,,,,,,,,,,,175000
969,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,175000
970,,,,,,,,325000,,,,,,60000,,,,,,,,,,,,85000
971,,,,,,,,225000,,,,,,275000,,,,,,,,,,,,85000
972,,,,,,,,275000,,,,,,175000,,,,,,,,,,,,275000
973,,,,,,,,225000,,,,,,85000,,,,,,,,,,,,175000
974,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,375000
975,,,,,,,,375000,,,,,,175000,,,,,,,,,,,,60000
976,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,60000
977,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,60000
978,,,,,,,,175000,,,,,,375000,,,,,,,,,,,,60000
979,,,,,,,,275000,,,,,,375000,,,,,,,,,,,,85000
980,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,85000
981,,,,,,,,375000,,,,,,275000,,,,,,,,,,,,85000
982,,,,,,,,225000,,,,,,25000,,,,,,,,,,,,85000
983,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,125000
984,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,375000
985,,,,,,,,225000,,,,,,375000,,,,,,,,,,,,125000
986,,,,,,,,85000,,,,,,125000,,,,,,,,,,,,375000
987,,,,,,,,375000,,,,,,125000,,,,,,,,,,,,175000
988,,,,,,,,225000,,,,,,325000,,,,,,,,,,,,275000
989,,,,,,,,375000,,,,,,375000,,,,,,,,,,,,275000
990,,,,,,,,275000,,,,,,375000,,,,,,,,,,,,275000
991,,,,,,,,225000,,,,,,60000,,,,,,,,,,,,325000
992,,,,,,,,325000,,,,,,60000,,,,,,,,,,,,275000
993,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,325000
994,,,,,,,,275000,,,,,,225000,,,,,,,,,,,,60000
995,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
996,,,,,,,,325000,,,,,,125000,,,,,,,,,,,,60000
997,,,,,,,,175000,,,,,,125000,,,,,,,,,,,,60000
998,,,,,,,,225000,,,,,,175000,,,,,,,,,,,,85000
999,,,,,,,,225000,,,,,,35000,,,,,,,,,,,,375000
1000,,,,,,,,375000,,,,,,60000,,,,,,,,,,,,60000
1001,,,,,,,,375000,,,,,,25000,,,,,,,,,,,,375000
1002,,,,,,,,375000,,,,,,85000,,,,,,,,,,,,85000
1003,,,,,,,,225000,,,,,,125000,,,,,,,,,,,,275000
1004,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,125000
1005,,,,,,,,275000,,,,,,85000,,,,,,,,,,,,60000
1006,,,,,,,,225000,,,,,,125000,,,,,,,,,,,,125000
1007,,,,,,,,85000,,,,,,225000,,,,,,,,,,,,125000
1008,,,,,,,,125000,,,,,,45000,,,,,,,,,,,,60000
1009,,,,,,,,35000,,,,,,325000,,,,,,,,,,,,85000
1010,,,,,,,,15000,,,,,,85000,,,,,,,,,,,,275000
1011,,,,,,,,85000,,,,,,85000,,,,,,,,,,,,175000
1012,,,,,,,,60000,,,,,,85000,,,,,,,,,,,,275000
1013,,,,,,,,45000,,,,,,85000,,,,,,,,,,,,375000
1014,,,,,,,,25000,,,,,,175000,,,,,,,,,,,,375000
1015,,,,,,,,25000,,,,,,35000,,,,,,,,,,,,375000
1016,,,,,,,,175000,,,,,,25000,,,,,,,,,,,,375000
