,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
1,Argentina,Australia,Austria,Bulgaria,Canada,Chile,Croatia,France,Georgia,Germany,Greece,Hungary,Israel,Italy,Japan,Korea,Moldova,NewZealand,Portugal,Romania,Slovenia,Spain,SouthAfrica,UK,Uruguay,USA
284,,25000,,,,15000,,45000,,,,,,35000,,,,,,,,35000,,,,175000
285,,35000,,,,85000,,60000,,,,,,125000,,,,,,,,35000,,,,175000
286,,45000,,,,15000,,15000,,,,,,45000,,,,,,,,45000,,,,85000
287,,45000,,,,25000,,15000,,,,,,125000,,,,,,,,60000,,,,125000
288,,85000,,,,25000,,25000,,,,,,35000,,,,,,,,45000,,,,175000
289,,125000,,,,25000,,25000,,,,,,35000,,,,,,,,60000,,,,175000
290,,125000,,,,45000,,125000,,,,,,375000,,,,,,,,35000,,,,175000
291,,125000,,,,45000,,25000,,,,,,60000,,,,,,,,35000,,,,275000
292,,175000,,,,45000,,60000,,,,,,175000,,,,,,,,25000,,,,175000
293,,325000,,,,45000,,45000,,,,,,85000,,,,,,,,25000,,,,275000
294,,85000,,,,85000,,60000,,,,,,275000,,,,,,,,25000,,,,225000
295,,125000,,,,85000,,45000,,,,,,60000,,,,,,,,25000,,,,125000
296,,85000,,,,45000,,35000,,,,,,125000,,,,,,,,275000,,,,175000
297,,125000,,,,60000,,45000,,,,,,325000,,,,,,,,45000,,,,175000
298,,15000,,,,60000,,60000,,,,,,125000,,,,,,,,15000,,,,35000
299,,125000,,,,35000,,45000,,,,,,175000,,,,,,,,15000,,,,45000
300,,35000,,,,85000,,125000,,,,,,225000,,,,,,,,125000,,,,60000
301,,85000,,,,35000,,225000,,,,,,60000,,,,,,,,375000,,,,125000
302,,85000,,,,45000,,35000,,,,,,60000,,,,,,,,375000,,,,60000
303,,85000,,,,45000,,45000,,,,,,225000,,,,,,,,60000,,,,35000
304,,35000,,,,35000,,85000,,,,,,60000,,,,,,,,60000,,,,45000
305,,45000,,,,60000,,175000,,,,,,175000,,,,,,,,45000,,,,125000
306,,35000,,,,60000,,125000,,,,,,125000,,,,,,,,35000,,,,85000
307,,35000,,,,85000,,225000,,,,,,60000,,,,,,,,125000,,,,5000
308,,15000,,,,25000,,375000,,,,,,35000,,,,,,,,60000,,,,15000
309,,60000,,,,85000,,375000,,,,,,45000,,,,,,,,60000,,,,25000
310,,60000,,,,60000,,375000,,,,,,85000,,,,,,,,60000,,,,15000
311,,60000,,,,60000,,275000,,,,,,15000,,,,,,,,25000,,,,15000
312,,60000,,,,60000,,125000,,,,,,15000,,,,,,,,60000,,,,25000
313,,60000,,,,35000,,125000,,,,,,15000,,,,,,,,85000,,,,25000
314,,60000,,,,35000,,275000,,,,,,15000,,,,,,,,175000,,,,85000
315,,275000,,,,35000,,175000,,,,,,85000,,,,,,,,225000,,,,85000
316,,5000,,,,35000,,125000,,,,,,225000,,,,,,,,175000,,,,45000
317,,5000,,,,35000,,85000,,,,,,85000,,,,,,,,45000,,,,45000
318,,35000,,,,25000,,35000,,,,,,325000,,,,,,,,60000,,,,25000
319,,125000,,,,25000,,35000,,,,,,175000,,,,,,,,85000,,,,35000
320,,85000,,,,25000,,60000,,,,,,175000,,,,,,,,60000,,,,15000
321,,35000,,,,25000,,45000,,,,,,25000,,,,,,,,60000,,,,175000
322,,85000,,,,25000,,125000,,,,,,35000,,,,,,,,60000,,,,225000
323,,85000,,,,15000,,85000,,,,,,85000,,,,,,,,35000,,,,85000
324,,85000,,,,15000,,60000,,,,,,35000,,,,,,,,35000,,,,25000
325,,85000,,,,15000,,60000,,,,,,175000,,,,,,,,45000,,,,25000
326,,35000,,,,225000,,175000,,,,,,25000,,,,,,,,45000,,,,25000
327,,25000,,,,175000,,225000,,,,,,175000,,,,,,,,15000,,,,35000
328,,15000,,,,25000,,275000,,,,,,175000,,,,,,,,35000,,,,175000
329,,125000,,,,15000,,375000,,,,,,85000,,,,,,,,35000,,,,275000
330,,125000,,,,175000,,225000,,,,,,85000,,,,,,,,60000,,,,25000
331,,375000,,,,15000,,175000,,,,,,125000,,,,,,,,85000,,,,25000
332,,275000,,,,25000,,125000,,,,,,225000,,,,,,,,35000,,,,25000
333,,225000,,,,25000,,175000,,,,,,375000,,,,,,,,45000,,,,60000
334,,175000,,,,25000,,325000,,,,,,85000,,,,,,,,85000,,,,60000
335,,175000,,,,60000,,175000,,,,,,85000,,,,,,,,35000,,,,85000
336,,125000,,,,175000,,60000,,,,,,85000,,,,,,,,35000,,,,60000
337,,125000,,,,25000,,375000,,,,,,25000,,,,,,,,45000,,,,225000
338,,325000,,,,25000,,60000,,,,,,35000,,,,,,,,125000,,,,275000
339,,60000,,,,85000,,85000,,,,,,60000,,,,,,,,35000,,,,325000
340,,85000,,,,60000,,175000,,,,,,125000,,,,,,,,45000,,,,60000
341,,45000,,,,60000,,125000,,,,,,85000,,,,,,,,25000,,,,275000
342,,15000,,,,45000,,125000,,,,,,175000,,,,,,,,60000,,,,125000
343,,25000,,,,25000,,175000,,,,,,45000,,,,,,,,35000,,,,85000
344,,25000,,,,45000,,35000,,,,,,175000,,,,,,,,35000,,,,60000
345,,60000,,,,60000,,45000,,,,,,25000,,,,,,,,45000,,,,375000
346,,225000,,,,25000,,45000,,,,,,25000,,,,,,,,45000,,,,375000
347,,275000,,,,60000,,35000,,,,,,225000,,,,,,,,60000,,,,375000
348,,60000,,,,35000,,125000,,,,,,125000,,,,,,,,325000,,,,375000
349,,125000,,,,45000,,85000,,,,,,325000,,,,,,,,25000,,,,225000
350,,60000,,,,45000,,25000,,,,,,225000,,,,,,,,25000,,,,275000
351,,60000,,,,15000,,25000,,,,,,375000,,,,,,,,5000,,,,5000
352,,60000,,,,35000,,45000,,,,,,125000,,,,,,,,45000,,,,275000
353,,60000,,,,85000,,35000,,,,,,375000,,,,,,,,60000,,,,225000
354,,60000,,,,85000,,35000,,,,,,325000,,,,,,,,85000,,,,125000
355,,60000,,,,85000,,60000,,,,,,375000,,,,,,,,60000,,,,60000
356,,85000,,,,35000,,85000,,,,,,375000,,,,,,,,35000,,,,60000
357,,85000,,,,35000,,275000,,,,,,125000,,,,,,,,25000,,,,175000
358,,85000,,,,85000,,125000,,,,,,375000,,,,,,,,25000,,,,175000
359,,45000,,,,325000,,35000,,,,,,375000,,,,,,,,25000,,,,175000
360,,45000,,,,60000,,45000,,,,,,375000,,,,,,,,35000,,,,175000
361,,60000,,,,25000,,60000,,,,,,25000,,,,,,,,25000,,,,175000
362,,85000,,,,35000,,35000,,,,,,85000,,,,,,,,35000,,,,225000
363,,125000,,,,15000,,60000,,,,,,45000,,,,,,,,125000,,,,225000
364,,45000,,,,85000,,60000,,,,,,125000,,,,,,,,175000,,,,85000
365,,45000,,,,125000,,45000,,,,,,175000,,,,,,,,60000,,,,60000
366,,15000,,,,15000,,45000,,,,,,60000,,,,,,,,35000,,,,275000
367,,60000,,,,15000,,60000,,,,,,125000,,,,,,,,25000,,,,325000
368,,85000,,,,85000,,45000,,,,,,125000,,,,,,,,25000,,,,175000
369,,60000,,,,35000,,125000,,,,,,60000,,,,,,,,5000,,,,125000
370,,35000,,,,60000,,45000,,,,,,325000,,,,,,,,45000,,,,225000
371,,35000,,,,60000,,85000,,,,,,85000,,,,,,,,45000,,,,225000
372,,45000,,,,45000,,125000,,,,,,35000,,,,,,,,125000,,,,375000
373,,45000,,,,60000,,175000,,,,,,35000,,,,,,,,85000,,,,225000
374,,85000,,,,45000,,375000,,,,,,60000,,,,,,,,60000,,,,85000
375,,85000,,,,25000,,275000,,,,,,85000,,,,,,,,225000,,,,175000
376,,60000,,,,25000,,35000,,,,,,125000,,,,,,,,175000,,,,125000
377,,60000,,,,25000,,85000,,,,,,125000,,,,,,,,85000,,,,175000
378,,85000,,,,25000,,85000,,,,,,45000,,,,,,,,35000,,,,175000
379,,60000,,,,25000,,375000,,,,,,225000,,,,,,,,125000,,,,375000
380,,25000,,,,45000,,225000,,,,,,60000,,,,,,,,275000,,,,175000
381,,25000,,,,35000,,85000,,,,,,45000,,,,,,,,60000,,,,175000
382,,25000,,,,35000,,125000,,,,,,325000,,,,,,,,35000,,,,85000
383,,85000,,,,35000,,85000,,,,,,375000,,,,,,,,35000,,,,225000
384,,60000,,,,25000,,60000,,,,,,375000,,,,,,,,60000,,,,175000
385,,85000,,,,25000,,125000,,,,,,85000,,,,,,,,45000,,,,175000
386,,375000,,,,125000,,25000,,,,,,85000,,,,,,,,45000,,,,85000
387,,375000,,,,15000,,25000,,,,,,25000,,,,,,,,35000,,,,35000
388,,125000,,,,25000,,60000,,,,,,45000,,,,,,,,35000,,,,35000
389,,45000,,,,85000,,45000,,,,,,225000,,,,,,,,35000,,,,35000
390,,45000,,,,45000,,25000,,,,,,125000,,,,,,,,35000,,,,175000
391,,60000,,,,25000,,60000,,,,,,85000,,,,,,,,45000,,,,225000
392,,125000,,,,45000,,85000,,,,,,225000,,,,,,,,60000,,,,175000
393,,125000,,,,25000,,15000,,,,,,45000,,,,,,,,85000,,,,225000
394,,175000,,,,25000,,15000,,,,,,60000,,,,,,,,25000,,,,125000
395,,125000,,,,25000,,15000,,,,,,125000,,,,,,,,25000,,,,175000
396,,85000,,,,25000,,45000,,,,,,85000,,,,,,,,25000,,,,35000
397,,85000,,,,35000,,60000,,,,,,85000,,,,,,,,60000,,,,35000
398,,85000,,,,35000,,125000,,,,,,85000,,,,,,,,375000,,,,275000
399,,60000,,,,35000,,35000,,,,,,85000,,,,,,,,225000,,,,325000
400,,45000,,,,60000,,60000,,,,,,275000,,,,,,,,85000,,,,35000
401,,60000,,,,85000,,60000,,,,,,375000,,,,,,,,35000,,,,60000
402,,60000,,,,35000,,175000,,,,,,60000,,,,,,,,225000,,,,60000
403,,45000,,,,35000,,175000,,,,,,60000,,,,,,,,35000,,,,60000
404,,60000,,,,35000,,25000,,,,,,125000,,,,,,,,175000,,,,60000
405,,45000,,,,35000,,175000,,,,,,60000,,,,,,,,60000,,,,175000
406,,15000,,,,35000,,25000,,,,,,60000,,,,,,,,60000,,,,60000
407,,15000,,,,35000,,175000,,,,,,25000,,,,,,,,85000,,,,60000
408,,45000,,,,35000,,125000,,,,,,125000,,,,,,,,60000,,,,125000
409,,375000,,,,35000,,125000,,,,,,85000,,,,,,,,85000,,,,60000
410,,5000,,,,60000,,125000,,,,,,35000,,,,,,,,225000,,,,60000
411,,275000,,,,60000,,125000,,,,,,45000,,,,,,,,85000,,,,45000
412,,60000,,,,60000,,125000,,,,,,45000,,,,,,,,60000,,,,60000
413,,60000,,,,60000,,275000,,,,,,60000,,,,,,,,45000,,,,35000
414,,60000,,,,60000,,125000,,,,,,25000,,,,,,,,85000,,,,375000
415,,60000,,,,45000,,45000,,,,,,25000,,,,,,,,60000,,,,375000
416,,85000,,,,25000,,125000,,,,,,85000,,,,,,,,60000,,,,175000
417,,85000,,,,25000,,15000,,,,,,125000,,,,,,,,45000,,,,15000
418,,125000,,,,25000,,25000,,,,,,175000,,,,,,,,45000,,,,15000
419,,125000,,,,25000,,60000,,,,,,85000,,,,,,,,35000,,,,15000
420,,125000,,,,35000,,125000,,,,,,85000,,,,,,,,25000,,,,15000
421,,125000,,,,25000,,225000,,,,,,85000,,,,,,,,25000,,,,35000
422,,125000,,,,25000,,60000,,,,,,125000,,,,,,,,35000,,,,45000
423,,125000,,,,25000,,60000,,,,,,125000,,,,,,,,85000,,,,45000
424,,125000,,,,25000,,25000,,,,,,60000,,,,,,,,85000,,,,45000
425,,60000,,,,25000,,60000,,,,,,85000,,,,,,,,45000,,,,60000
426,,15000,,,,85000,,125000,,,,,,375000,,,,,,,,85000,,,,175000
427,,175000,,,,25000,,85000,,,,,,375000,,,,,,,,85000,,,,375000
428,,175000,,,,35000,,225000,,,,,,375000,,,,,,,,35000,,,,125000
429,,175000,,,,35000,,85000,,,,,,85000,,,,,,,,45000,,,,35000
430,,85000,,,,25000,,60000,,,,,,45000,,,,,,,,25000,,,,45000
431,,85000,,,,15000,,375000,,,,,,60000,,,,,,,,60000,,,,125000
432,,85000,,,,15000,,375000,,,,,,85000,,,,,,,,60000,,,,225000
433,,85000,,,,35000,,85000,,,,,,85000,,,,,,,,85000,,,,325000
434,,45000,,,,85000,,175000,,,,,,35000,,,,,,,,175000,,,,325000
435,,25000,,,,125000,,275000,,,,,,175000,,,,,,,,5000,,,,325000
436,,35000,,,,35000,,125000,,,,,,60000,,,,,,,,25000,,,,85000
437,,35000,,,,60000,,375000,,,,,,85000,,,,,,,,25000,,,,375000
438,,85000,,,,60000,,375000,,,,,,85000,,,,,,,,25000,,,,85000
439,,85000,,,,35000,,60000,,,,,,25000,,,,,,,,25000,,,,25000
440,,125000,,,,275000,,125000,,,,,,85000,,,,,,,,25000,,,,25000
441,,125000,,,,60000,,275000,,,,,,275000,,,,,,,,60000,,,,25000
442,,325000,,,,25000,,275000,,,,,,175000,,,,,,,,60000,,,,325000
443,,375000,,,,225000,,125000,,,,,,125000,,,,,,,,175000,,,,125000
444,,60000,,,,225000,,125000,,,,,,60000,,,,,,,,45000,,,,375000
445,,175000,,,,85000,,85000,,,,,,325000,,,,,,,,35000,,,,325000
446,,45000,,,,85000,,175000,,,,,,375000,,,,,,,,45000,,,,175000
447,,45000,,,,85000,,175000,,,,,,125000,,,,,,,,15000,,,,125000
448,,60000,,,,85000,,35000,,,,,,60000,,,,,,,,15000,,,,325000
449,,45000,,,,60000,,125000,,,,,,60000,,,,,,,,45000,,,,125000
450,,45000,,,,60000,,35000,,,,,,45000,,,,,,,,45000,,,,85000
451,,35000,,,,60000,,25000,,,,,,45000,,,,,,,,45000,,,,35000
452,,85000,,,,60000,,175000,,,,,,35000,,,,,,,,60000,,,,25000
453,,60000,,,,45000,,175000,,,,,,225000,,,,,,,,375000,,,,35000
454,,60000,,,,45000,,375000,,,,,,225000,,,,,,,,60000,,,,25000
455,,175000,,,,45000,,275000,,,,,,85000,,,,,,,,35000,,,,5000
456,,25000,,,,45000,,45000,,,,,,125000,,,,,,,,35000,,,,5000
457,,25000,,,,45000,,175000,,,,,,325000,,,,,,,,85000,,,,5000
458,,25000,,,,25000,,275000,,,,,,125000,,,,,,,,125000,,,,35000
459,,25000,,,,25000,,375000,,,,,,60000,,,,,,,,125000,,,,35000
460,,60000,,,,25000,,375000,,,,,,85000,,,,,,,,45000,,,,225000
461,,60000,,,,25000,,175000,,,,,,175000,,,,,,,,60000,,,,125000
462,,85000,,,,25000,,375000,,,,,,60000,,,,,,,,45000,,,,35000
463,,85000,,,,25000,,175000,,,,,,60000,,,,,,,,45000,,,,35000
464,,45000,,,,85000,,125000,,,,,,85000,,,,,,,,60000,,,,35000
465,,45000,,,,225000,,85000,,,,,,60000,,,,,,,,60000,,,,35000
466,,35000,,,,125000,,225000,,,,,,175000,,,,,,,,85000,,,,35000
467,,45000,,,,45000,,175000,,,,,,60000,,,,,,,,85000,,,,25000
468,,45000,,,,45000,,125000,,,,,,60000,,,,,,,,60000,,,,25000
469,,45000,,,,35000,,85000,,,,,,85000,,,,,,,,125000,,,,25000
470,,45000,,,,35000,,85000,,,,,,60000,,,,,,,,35000,,,,25000
471,,45000,,,,35000,,175000,,,,,,85000,,,,,,,,35000,,,,25000
472,,60000,,,,25000,,45000,,,,,,45000,,,,,,,,35000,,,,35000
473,,60000,,,,25000,,85000,,,,,,125000,,,,,,,,45000,,,,45000
474,,60000,,,,25000,,275000,,,,,,45000,,,,,,,,45000,,,,35000
475,,85000,,,,25000,,375000,,,,,,45000,,,,,,,,60000,,,,125000
476,,85000,,,,25000,,15000,,,,,,125000,,,,,,,,60000,,,,60000
477,,85000,,,,25000,,15000,,,,,,125000,,,,,,,,85000,,,,225000
478,,175000,,,,25000,,15000,,,,,,45000,,,,,,,,175000,,,,35000
479,,275000,,,,25000,,35000,,,,,,35000,,,,,,,,375000,,,,35000
480,,275000,,,,35000,,35000,,,,,,35000,,,,,,,,125000,,,,35000
481,,375000,,,,35000,,85000,,,,,,35000,,,,,,,,125000,,,,45000
482,,25000,,,,85000,,85000,,,,,,85000,,,,,,,,15000,,,,60000
483,,125000,,,,85000,,325000,,,,,,175000,,,,,,,,35000,,,,45000
484,,85000,,,,85000,,375000,,,,,,125000,,,,,,,,35000,,,,45000
485,,60000,,,,85000,,225000,,,,,,375000,,,,,,,,35000,,,,45000
486,,125000,,,,85000,,375000,,,,,,45000,,,,,,,,35000,,,,60000
487,,45000,,,,85000,,325000,,,,,,45000,,,,,,,,375000,,,,45000
488,,60000,,,,85000,,325000,,,,,,125000,,,,,,,,325000,,,,45000
489,,60000,,,,85000,,375000,,,,,,125000,,,,,,,,375000,,,,85000
490,,60000,,,,85000,,375000,,,,,,45000,,,,,,,,225000,,,,45000
491,,275000,,,,35000,,375000,,,,,,35000,,,,,,,,175000,,,,125000
492,,125000,,,,175000,,60000,,,,,,45000,,,,,,,,125000,,,,60000
493,,85000,,,,175000,,85000,,,,,,45000,,,,,,,,60000,,,,60000
494,,125000,,,,85000,,375000,,,,,,45000,,,,,,,,60000,,,,60000
495,,45000,,,,60000,,375000,,,,,,35000,,,,,,,,60000,,,,125000
496,,45000,,,,85000,,60000,,,,,,85000,,,,,,,,35000,,,,125000
497,,35000,,,,60000,,125000,,,,,,60000,,,,,,,,60000,,,,125000
498,,35000,,,,60000,,175000,,,,,,85000,,,,,,,,60000,,,,85000
499,,60000,,,,60000,,225000,,,,,,45000,,,,,,,,25000,,,,175000
500,,85000,,,,35000,,125000,,,,,,45000,,,,,,,,85000,,,,175000
501,,85000,,,,85000,,125000,,,,,,60000,,,,,,,,60000,,,,175000
502,,60000,,,,85000,,60000,,,,,,325000,,,,,,,,35000,,,,25000
503,,60000,,,,5000,,15000,,,,,,85000,,,,,,,,35000,,,,275000
504,,60000,,,,5000,,25000,,,,,,60000,,,,,,,,85000,,,,275000
505,,60000,,,,60000,,25000,,,,,,60000,,,,,,,,85000,,,,375000
506,,60000,,,,60000,,175000,,,,,,60000,,,,,,,,85000,,,,375000
507,,60000,,,,60000,,175000,,,,,,85000,,,,,,,,125000,,,,375000
508,,125000,,,,25000,,85000,,,,,,60000,,,,,,,,175000,,,,325000
509,,85000,,,,45000,,45000,,,,,,60000,,,,,,,,60000,,,,325000
510,,85000,,,,175000,,325000,,,,,,125000,,,,,,,,85000,,,,325000
511,,45000,,,,85000,,35000,,,,,,175000,,,,,,,,60000,,,,85000
512,,45000,,,,85000,,175000,,,,,,125000,,,,,,,,85000,,,,375000
513,,175000,,,,85000,,225000,,,,,,325000,,,,,,,,35000,,,,85000
514,,275000,,,,85000,,45000,,,,,,225000,,,,,,,,35000,,,,125000
515,,60000,,,,60000,,60000,,,,,,25000,,,,,,,,15000,,,,175000
516,,60000,,,,60000,,225000,,,,,,35000,,,,,,,,25000,,,,225000
517,,85000,,,,25000,,25000,,,,,,15000,,,,,,,,60000,,,,45000
518,,85000,,,,25000,,45000,,,,,,35000,,,,,,,,25000,,,,15000
519,,225000,,,,25000,,60000,,,,,,15000,,,,,,,,60000,,,,60000
520,,85000,,,,35000,,60000,,,,,,325000,,,,,,,,35000,,,,125000
521,,175000,,,,35000,,85000,,,,,,60000,,,,,,,,35000,,,,125000
522,,85000,,,,35000,,25000,,,,,,125000,,,,,,,,35000,,,,85000
523,,175000,,,,60000,,60000,,,,,,125000,,,,,,,,25000,,,,125000
524,,125000,,,,60000,,35000,,,,,,60000,,,,,,,,35000,,,,45000
525,,125000,,,,35000,,125000,,,,,,60000,,,,,,,,175000,,,,15000
526,,85000,,,,85000,,225000,,,,,,60000,,,,,,,,25000,,,,15000
527,,85000,,,,25000,,275000,,,,,,35000,,,,,,,,25000,,,,45000
528,,85000,,,,25000,,125000,,,,,,25000,,,,,,,,35000,,,,45000
529,,85000,,,,175000,,175000,,,,,,35000,,,,,,,,60000,,,,45000
530,,85000,,,,85000,,125000,,,,,,60000,,,,,,,,60000,,,,45000
531,,60000,,,,60000,,85000,,,,,,45000,,,,,,,,60000,,,,225000
532,,60000,,,,45000,,375000,,,,,,60000,,,,,,,,60000,,,,175000
533,,85000,,,,25000,,125000,,,,,,35000,,,,,,,,60000,,,,175000
534,,5000,,,,25000,,175000,,,,,,35000,,,,,,,,60000,,,,125000
535,,275000,,,,60000,,375000,,,,,,60000,,,,,,,,25000,,,,175000
536,,60000,,,,175000,,225000,,,,,,25000,,,,,,,,25000,,,,325000
537,,60000,,,,60000,,375000,,,,,,25000,,,,,,,,15000,,,,375000
538,,125000,,,,25000,,375000,,,,,,60000,,,,,,,,15000,,,,375000
539,,175000,,,,25000,,60000,,,,,,85000,,,,,,,,5000,,,,375000
540,,45000,,,,25000,,125000,,,,,,85000,,,,,,,,15000,,,,375000
541,,45000,,,,60000,,275000,,,,,,85000,,,,,,,,15000,,,,175000
542,,45000,,,,60000,,225000,,,,,,85000,,,,,,,,15000,,,,85000
543,,175000,,,,85000,,175000,,,,,,85000,,,,,,,,15000,,,,175000
544,,125000,,,,125000,,225000,,,,,,175000,,,,,,,,15000,,,,35000
545,,125000,,,,60000,,175000,,,,,,45000,,,,,,,,15000,,,,35000
546,,175000,,,,15000,,125000,,,,,,175000,,,,,,,,15000,,,,35000
547,,175000,,,,5000,,85000,,,,,,85000,,,,,,,,25000,,,,35000
548,,275000,,,,45000,,175000,,,,,,15000,,,,,,,,45000,,,,60000
549,,85000,,,,85000,,85000,,,,,,375000,,,,,,,,45000,,,,85000
550,,125000,,,,85000,,125000,,,,,,60000,,,,,,,,60000,,,,125000
551,,125000,,,,125000,,85000,,,,,,175000,,,,,,,,35000,,,,60000
552,,175000,,,,60000,,60000,,,,,,375000,,,,,,,,45000,,,,60000
553,,275000,,,,35000,,35000,,,,,,85000,,,,,,,,15000,,,,85000
554,,85000,,,,85000,,15000,,,,,,85000,,,,,,,,45000,,,,125000
555,,85000,,,,60000,,25000,,,,,,225000,,,,,,,,15000,,,,60000
556,,85000,,,,25000,,375000,,,,,,225000,,,,,,,,35000,,,,60000
557,,275000,,,,25000,,275000,,,,,,60000,,,,,,,,35000,,,,60000
558,,325000,,,,35000,,225000,,,,,,85000,,,,,,,,35000,,,,60000
559,,325000,,,,25000,,125000,,,,,,175000,,,,,,,,125000,,,,35000
560,,325000,,,,375000,,125000,,,,,,175000,,,,,,,,35000,,,,35000
561,,375000,,,,85000,,85000,,,,,,125000,,,,,,,,60000,,,,85000
562,,125000,,,,60000,,60000,,,,,,225000,,,,,,,,35000,,,,175000
563,,175000,,,,60000,,275000,,,,,,275000,,,,,,,,5000,,,,85000
564,,,,,,60000,,375000,,,,,,85000,,,,,,,,25000,,,,225000
565,,,,,,60000,,375000,,,,,,325000,,,,,,,,25000,,,,60000
566,,,,,,125000,,175000,,,,,,375000,,,,,,,,15000,,,,125000
567,,,,,,35000,,125000,,,,,,325000,,,,,,,,15000,,,,85000
568,,,,,,35000,,35000,,,,,,175000,,,,,,,,60000,,,,375000
569,,,,,,35000,,35000,,,,,,175000,,,,,,,,60000,,,,35000
570,,,,,,125000,,35000,,,,,,275000,,,,,,,,85000,,,,125000
571,,,,,,125000,,125000,,,,,,60000,,,,,,,,45000,,,,175000
572,,,,,,35000,,60000,,,,,,125000,,,,,,,,225000,,,,175000
573,,,,,,85000,,60000,,,,,,175000,,,,,,,,85000,,,,375000
574,,,,,,25000,,15000,,,,,,225000,,,,,,,,60000,,,,35000
575,,,,,,60000,,125000,,,,,,225000,,,,,,,,85000,,,,225000
576,,,,,,45000,,175000,,,,,,60000,,,,,,,,175000,,,,85000
577,,,,,,45000,,325000,,,,,,60000,,,,,,,,275000,,,,85000
578,,,,,,45000,,15000,,,,,,225000,,,,,,,,85000,,,,85000
579,,,,,,60000,,25000,,,,,,60000,,,,,,,,60000,,,,375000
580,,,,,,25000,,175000,,,,,,60000,,,,,,,,85000,,,,60000
581,,,,,,125000,,45000,,,,,,60000,,,,,,,,125000,,,,375000
582,,,,,,25000,,60000,,,,,,35000,,,,,,,,125000,,,,375000
583,,,,,,25000,,60000,,,,,,60000,,,,,,,,35000,,,,125000
584,,,,,,35000,,125000,,,,,,275000,,,,,,,,35000,,,,325000
585,,,,,,25000,,275000,,,,,,375000,,,,,,,,45000,,,,325000
586,,,,,,25000,,35000,,,,,,375000,,,,,,,,35000,,,,125000
587,,,,,,60000,,35000,,,,,,375000,,,,,,,,125000,,,,125000
588,,,,,,85000,,60000,,,,,,375000,,,,,,,,35000,,,,15000
589,,,,,,45000,,225000,,,,,,175000,,,,,,,,35000,,,,325000
590,,,,,,45000,,375000,,,,,,25000,,,,,,,,35000,,,,15000
591,,,,,,45000,,375000,,,,,,35000,,,,,,,,60000,,,,275000
592,,,,,,45000,,375000,,,,,,25000,,,,,,,,45000,,,,85000
593,,,,,,35000,,375000,,,,,,25000,,,,,,,,15000,,,,85000
594,,,,,,25000,,375000,,,,,,375000,,,,,,,,85000,,,,125000
595,,,,,,25000,,85000,,,,,,375000,,,,,,,,125000,,,,35000
596,,,,,,60000,,15000,,,,,,25000,,,,,,,,60000,,,,35000
597,,,,,,85000,,375000,,,,,,125000,,,,,,,,60000,,,,175000
598,,,,,,25000,,85000,,,,,,60000,,,,,,,,60000,,,,85000
599,,,,,,25000,,175000,,,,,,125000,,,,,,,,85000,,,,125000
600,,,,,,45000,,375000,,,,,,125000,,,,,,,,85000,,,,125000
601,,,,,,85000,,175000,,,,,,125000,,,,,,,,60000,,,,85000
602,,,,,,85000,,45000,,,,,,125000,,,,,,,,60000,,,,85000
603,,,,,,85000,,35000,,,,,,85000,,,,,,,,35000,,,,85000
604,,,,,,85000,,45000,,,,,,125000,,,,,,,,35000,,,,225000
605,,,,,,175000,,175000,,,,,,85000,,,,,,,,5000,,,,125000
606,,,,,,175000,,175000,,,,,,125000,,,,,,,,5000,,,,175000
607,,,,,,275000,,35000,,,,,,35000,,,,,,,,15000,,,,125000
608,,,,,,15000,,35000,,,,,,175000,,,,,,,,60000,,,,175000
609,,,,,,15000,,60000,,,,,,60000,,,,,,,,60000,,,,175000
610,,,,,,15000,,85000,,,,,,85000,,,,,,,,25000,,,,325000
611,,,,,,15000,,5000,,,,,,85000,,,,,,,,25000,,,,175000
612,,,,,,35000,,5000,,,,,,45000,,,,,,,,25000,,,,225000
613,,,,,,85000,,85000,,,,,,60000,,,,,,,,125000,,,,85000
614,,,,,,85000,,85000,,,,,,45000,,,,,,,,25000,,,,85000
615,,,,,,175000,,85000,,,,,,85000,,,,,,,,25000,,,,60000
616,,,,,,35000,,85000,,,,,,85000,,,,,,,,125000,,,,60000
617,,,,,,35000,,175000,,,,,,125000,,,,,,,,85000,,,,225000
618,,,,,,35000,,85000,,,,,,35000,,,,,,,,45000,,,,325000
619,,,,,,35000,,125000,,,,,,35000,,,,,,,,85000,,,,175000
620,,,,,,60000,,60000,,,,,,60000,,,,,,,,125000,,,,325000
621,,,,,,60000,,125000,,,,,,125000,,,,,,,,45000,,,,375000
622,,,,,,60000,,60000,,,,,,15000,,,,,,,,35000,,,,225000
623,,,,,,225000,,60000,,,,,,35000,,,,,,,,85000,,,,60000
624,,,,,,25000,,60000,,,,,,35000,,,,,,,,175000,,,,60000
625,,,,,,35000,,175000,,,,,,35000,,,,,,,,375000,,,,225000
626,,,,,,35000,,45000,,,,,,45000,,,,,,,,35000,,,,375000
627,,,,,,35000,,85000,,,,,,35000,,,,,,,,45000,,,,125000
628,,,,,,35000,,60000,,,,,,25000,,,,,,,,60000,,,,375000
629,,,,,,25000,,175000,,,,,,60000,,,,,,,,35000,,,,60000
630,,,,,,25000,,60000,,,,,,25000,,,,,,,,35000,,,,325000
631,,,,,,25000,,25000,,,,,,15000,,,,,,,,35000,,,,225000
632,,,,,,25000,,25000,,,,,,5000,,,,,,,,35000,,,,275000
